ticket_id,received,channel,department,text
T10451,2026-08-22,chat,network,Wi-Fi calling stopped working after my account was upgraded. Can someone look at my invoice?
T10452,2026-05-09,sms,billing,"i cancelled the add-on yesterday and i'm still being billed for it i need a replacement as soon as possible regards, declan"
T10453,2026-06-13,sms,account,"hello kittiwake, i need a puk code, my sim is blocked i cant use the phone at all this is urgent, i cant access anything"
T10454,2026-03-27,chat,device,My Corvid 5 Pro shows no service but my partner's phone works fine on the same network. This is really not good enough.
T10455,2026-02-26,email,network,"Hello, since I got the Corvid 5 Pro there is no data in Eastholm Quay, and my other phone is the same. The charge is not on my contract."
T10456,2026-02-06,email,network,"My account says 5G but my Nimbus X2 never shows more than one bar in Tern Harbour. The courier said it was delivered but it wasn't. Regards, Bram."
T10457,2026-01-10,email,device,My Aster Fold shows no service but my partner's phone works fine on the same network. I want to return it. This is really not good enough.
T10458,2026-04-04,sms,account,"good morning, i want to transfer my number to a new account it is still under warranty i have tried 6 times thx"
T10459,2026-08-09,email,billing,"I was promised a refund of $47.99 and it has not arrived. Regards, Priya."
T10460,2026-05-17,email,network,Voicemail isn't working and missed calls don't show up. It was fine until last Thursday. Please help.
T10461,2026-07-15,email,billing,"Hi there, I was charged for a replacement Aster Fold that is still under warranty. I have tried 7 times. Thank you."
T10462,2026-02-04,chat,billing,You took $35.50 from my card twice this month. It was fine until last Monday. Thanks.
T10463,2026-02-18,chat,billing,"Hi there, I was charged for a replacement Nimbus X2 that is still under warranty. I have tried 9 times. Thank you."
T10464,2026-07-02,email,network,"Hi, the 5G signal disappears every evening in Brackenridge. Other networks work fine in the same spot. Thanks."
T10465,2026-05-14,sms,device,"hello, i cant log in to anything on my aster fold since the update, the screen freezes pls confirm by email this is really not good enough"
T10466,2026-06-15,sms,network,i'm on family share and paying $61.50 a month but i cant get signal in saltmoor i have restarted the phone and it's still not working i have restarted the phone and it's still not working
T10467,2026-05-14,sms,network,"pls remove ines as an authorised user on my account can someone look at my invoice? regards, ines"
T10468,2026-03-19,email,account,"Hi, I want to transfer my number to a new account. Other networks work fine in the same spot. Nobody has replied to my last message. This is really not good enough."
T10469,2026-01-25,chat,network,"Hi, my calls keep dropping in Port Ember, sometimes 8 times an hour. It's not letting me change anything in the app. Thanks, Lise"
T10470,2026-02-17,chat,billing,Can you explain the $41.75 data overage charge on my account? Please confirm by email.
T10471,2026-01-15,sms,device,"i cant log in to anything on my corvid 5 since the update, the screen freezes my account number is on the bill i've only had it 11 days this is really not good enough"
T10472,2026-08-04,email,network,"Hi there, coverage inside my house in Eastholm Quay is zero bars."
T10473,2026-05-05,chat,billing,"There is a charge of $8.75 I don't recognise on my last invoice. It's not the phone, it happens on every handset. I can't afford to pay $18.25 this month."
T10474,2026-03-25,email,account,"Hi, my account is locked after too many login attempts. The charge is not on my contract. I don't want to lose my number."
T10475,2026-08-02,email,network,"Good morning, since I got the Aster Fold there is no data in Lowmere, and my other phone is the same. It's not the phone, it happens on every handset."
T10476,2026-03-25,chat,account,My number was moved to another SIM without my permission and now I have no signal. Nobody has replied to my last message.
T10477,2026-04-12,chat,device,"My account says 5G but my Corvid 5 never shows more than one bar in Port Ember. My neighbours on Kittiwake Mobile have the same problem. Regards, Priya."
T10478,2026-02-09,chat,device,"I can't log in to anything on my Nimbus X2 since the update, the screen freezes. I've only had it 14 days. Please help."
T10479,2026-08-18,sms,device,"the camera on my nimbus mini stopped working after the update thx, tobias"
T10480,2026-01-07,sms,network,coverage inside my house in cragwell is zero bars my neighbours on kittiwake mobile have the same problem
T10481,2026-01-15,chat,account,"Hello, I want to move my Aster Fold contract to my daughter's account. It's not letting me change anything in the app."
T10482,2026-05-14,email,billing,"Hi there, my bill shows calls I never made, I think someone else used my number. My account number is on the bill. Thanks, Rafi"
T10483,2026-04-24,email,billing,"Hello, the price of Flex 10 went up without any notice. It was fine until two days ago. Thanks."
T10484,2026-05-17,email,billing,"To whom it may concern, the eSIM add-on is on my bill as $113.75 and I never asked for it. It's not the phone, it happens on every handset. I have been a customer for 7 years and this has never happened. This is really not good enough."
T10485,2026-08-25,email,billing,"Hi there, I was charged for a replacement Corvid 5 that is still under warranty. The charge is not on my contract. Thanks, Wynn"
T10486,2026-07-19,email,device,"The replacement Nimbus X2 you sent does not charge. Regards, Tobias."
T10487,2026-06-28,email,account,"Hello, the app says my account doesn't exist but I've been a customer for 8 years. It's not letting me change anything in the app. This is urgent, I can't access anything. This is really not good enough."
T10488,2026-02-10,chat,billing,"Hi there, I'm paying $31.50 for Unlimited Plus but data barely works in Eastholm Quay, I want money back. I have been a customer for 8 years and this has never happened. This is really not good enough."
T10489,2026-03-14,sms,billing,"hi, i cant make calls or send texts, it just says no service my account number is on the bill my neighbours on kittiwake mobile have the same problem thx"
T10490,2026-02-28,sms,network,the 5g signal disappears every evening in wrenfield
T10491,2026-02-08,chat,network,"Hello Kittiwake, I'm on Flex 30 and paying $83.99 a month but I can't get signal in Brackenridge. The courier said it was delivered but it wasn't. Thanks, Hedda"
T10492,2026-01-23,sms,network,"hi, since i got the corvid 5 there is no data in port ember, and my other phone is the same my neighbours on kittiwake mobile have the same problem pls help"
T10493,2026-06-13,email,billing,"Good morning, I was promised a refund of $54.25 and it has not arrived. I have tried a factory reset and it didn't help. Thanks, Bram"
T10494,2026-02-20,sms,billing,"hello, my direct debit failed and now there is a late payment fee of $115.00 pls refund the difference thx"
T10495,2026-03-12,sms,billing,"hi, i was charged $88.99 for a nimbus mini i returned on friday thank you"
T10496,2026-07-28,email,account,"Hi, my account is locked after too many login attempts. I want to return it. Please confirm by email. This is really not good enough."
T10497,2026-01-20,sms,network,"hi, my account says 5g but my corvid 5 pro never shows more than one bar in marrowby"
T10498,2026-04-27,chat,account,"Hello Kittiwake, my bill shows calls I never made, I think someone else used my number. The charge is not on my contract. My account number is on the bill. Please help."
T10499,2026-06-14,sms,network,"hello kittiwake, is there an outage in saltmoor? nobody on our street has signal i tried another sim and it's the same thx, callum"
T10500,2026-08-03,email,billing,"Hello, I was charged for a replacement Aster Fold that is still under warranty. I want to return it. My account number is on the bill. Regards, Tobias."
T10501,2026-06-21,chat,billing,"Hello, I was charged $71.50 for a Nimbus Mini I returned two days ago. I can't use the phone at all. Thanks."
T10502,2026-07-28,sms,billing,"to whom it may concern, i was billed for unlimited plus but i switched to family share on 26 may pls help"
T10503,2026-01-11,email,billing,"Hello Kittiwake, the SIM card you posted doesn't fit my Corvid 5 Pro. I need a replacement as soon as possible. Regards, Ines."
T10504,2026-04-17,chat,network,"To whom it may concern, I have had no signal at all in Gullhaven since two days ago."
T10505,2026-02-14,sms,account,"hi there, my number was moved to another sim without my permission and now i have no signal i have tried a factory reset and it didn't help pls confirm by email"
T10506,2026-05-12,sms,billing,"hi, i paid my bill 3 may but the app still says it is overdue i tried another sim and it's the same thx, callum"
T10507,2026-06-08,chat,network,"Hello Kittiwake, my texts are not being delivered to anyone since two days ago. The charge is not on my contract."
T10508,2026-05-01,chat,device,"Hi, my Corvid 5 Pro shows no service but my partner's phone works fine on the same network. I have tried a factory reset and it didn't help."
T10509,2026-05-26,email,device,"Good morning, my Corvid 5 shows no service but my partner's phone works fine on the same network. Nobody has replied to my last message. Regards, Teodor."
T10510,2026-08-22,email,billing,"I cancelled the add-on on Tuesday and I'm still being billed for it. I have been a customer for 5 years and this has never happened. Thanks, Fen"
T10511,2026-06-23,chat,device,"Hi, my Aster Fold keeps restarting by itself. My account number is on the bill. It is still under warranty. Please help."
T10512,2026-02-01,sms,network,"i cant make calls or send texts, it just says no service other networks work fine in the same spot pls help"
T10513,2026-07-11,email,device,"My Corvid 5 gets very hot and shuts down. I have tried a factory reset and it didn't help. Thanks, Priya"
T10514,2026-02-16,email,device,"Hi, my Aster Fold gets very hot and shuts down. I bought it on the Flex 30 plan. Thanks, Wynn"
T10515,2026-07-28,sms,billing,"to whom it may concern, i was charged $54.00 for a corvid 5 pro i returned 1 august it's not letting me change anything in the app i shouldn't have to pay for something i didn't use"
T10516,2026-01-16,email,device,"Hello, my Corvid 5 shows no service but my partner's phone works fine on the same network. I shouldn't have to pay for something I didn't use. Thanks, Joss"
T10517,2026-05-21,sms,account,"hi, i want to upgrade from unlimited plus to prepay go i dont want to lose my number"
T10518,2026-05-11,email,billing,I was promised a refund of $130.75 and it has not arrived. I have been a customer for 3 years and this has never happened. Please help.
T10519,2026-02-01,email,network,"Hello, wi-Fi calling stopped working after my account was upgraded. Regards, Lise."
T10520,2026-07-19,email,billing,"Hi there, I was promised a refund of $41.25 and it has not arrived."
T10521,2026-02-27,chat,billing,"Good morning, I'm paying $135.75 for Unlimited Plus but data barely works in Tern Harbour, I want money back. I can't afford to pay $125.25 this month. Please help."
T10522,2026-02-06,chat,network,"To whom it may concern, since I got the Nimbus Mini there is no data in Cragwell, and my other phone is the same. I don't know who did it."
T10523,2026-06-26,chat,network,"Good morning, I'm on Flex 10 and paying $49.75 a month but I can't get signal in Port Ember. I tried another SIM and it's the same. Please help."
T10524,2026-02-06,email,billing,"I was charged for a replacement Nimbus Mini that is still under warranty. It's not the phone, it happens on every handset."
T10525,2026-07-18,sms,device,"hello kittiwake, i cant log in to anything on my corvid 5 since the update, the screen freezes the courier said it was delivered but it wasn't"
T10526,2026-01-28,email,billing,"Hello, my direct debit failed and now there is a late payment fee of $23.25. Please refund the difference. Please help."
T10527,2026-08-08,sms,network,my texts r not being delivered to anyone since two days ago i have tried a factory reset and it didn't help thx
T10528,2026-08-27,chat,account,"Hello, the Corvid 5 on my bill has a broken screen and I need a repair. I need a replacement as soon as possible. I can't use the phone at all. Thanks."
T10529,2026-05-18,email,account,"Hello Kittiwake, I need a PUK code, my SIM is blocked. My neighbours on Kittiwake Mobile have the same problem. This is really not good enough."
T10530,2026-05-04,email,network,"Hello, I'm on Flex 30 and paying $45.75 a month but I can't get signal in Lowmere. I can't afford to pay $100.99 this month. This is really not good enough."
T10531,2026-05-26,sms,account,"hi, my number was moved to another sim without my permission and now i have no signal it's not letting me change anything in the app pls help"
T10532,2026-03-16,chat,device,"Hi, the Aster Fold on my bill has a broken screen and I need a repair."
T10533,2026-07-26,chat,device,"Hello, the eSIM will not activate on my Nimbus X2. This is urgent, I can't access anything. Thanks."
T10534,2026-05-03,chat,billing,"The eSIM add-on is on my bill as $49.99 and I never asked for it. I have tried a factory reset and it didn't help. Thanks, Wynn"
T10535,2026-07-01,sms,billing,"hi, my direct debit failed and now there is a late payment fee of $57.00 this is urgent, i cant access anything thx"
T10536,2026-01-21,sms,billing,"hello kittiwake, i'm paying $10.75 for unlimited plus but data barely works in port ember, i want money back i'm not paying for a service that doesn't work pls refund the difference this is really not good enough"
T10537,2026-07-17,email,network,"Mobile data is not working anywhere in Gullhaven. I'm not paying for a service that doesn't work. Regards, Bram."
T10538,2026-04-23,email,account,"How do I add my son to our Flex 10 plan? It's not the phone, it happens on every handset. Please help."
T10539,2026-03-21,chat,billing,"Hi, the eSIM add-on is on my bill as $66.99 and I never asked for it. I've only had it 10 days."
T10540,2026-07-04,email,device,"The touchscreen on my Aster Fold stopped responding yesterday. I bought it on the Family Share plan. Thanks, Rafi"
T10541,2026-04-02,chat,device,"Hello, I can't log in to anything on my Nimbus Mini since the update, the screen freezes. I need a replacement as soon as possible. Thanks."
T10542,2026-07-12,email,device,"Hello Kittiwake, my Corvid 5 Pro shows no service but my partner's phone works fine on the same network. Please confirm by email."
T10543,2026-05-18,email,account,"To whom it may concern, I want to transfer my number to a new account. Please help."
T10544,2026-03-10,chat,network,"Hi, my calls keep dropping in Marrowby, sometimes 8 times an hour. I've only had it 12 days. Thanks, Tobias"
T10545,2026-08-12,chat,network,"Since I got the Aster Fold there is no data in Eastholm Quay, and my other phone is the same. I have restarted the phone and it's still not working. Thanks."
T10546,2026-08-21,email,billing,"I paid my bill 6 June but the app still says it is overdue. I have tried a factory reset and it didn't help. Thanks, Asha"
T10547,2026-07-07,chat,device,"Hello Kittiwake, the eSIM will not activate on my Aster Fold. I don't know who did it. I can't use the phone at all. Thanks."
T10548,2026-01-16,email,network,"Hello Kittiwake, my texts are not being delivered to anyone since last Friday. Thanks."
T10549,2026-07-06,email,network,"Hi there, my account says 5G but my Corvid 5 never shows more than one bar in Wrenfield. My neighbours on Kittiwake Mobile have the same problem."
T10550,2026-08-21,chat,billing,"Hello, I paid my bill this morning but the app still says it is overdue. I have been a customer for 2 years and this has never happened."
T10551,2026-04-03,sms,billing,"can u explain the $131.99 data overage charge on my account? i need a replacement as soon as possible regards, tobias"
T10552,2026-06-13,email,network,The 5G signal disappears every evening in Port Ember. The charge is not on my contract. I work from home and I can't do my job without signal.
T10553,2026-06-22,email,billing,"Hi there, I was billed for Family Share but I switched to Flex 10 on 23 April. I tried another SIM and it's the same. Please help."
T10554,2026-03-22,sms,billing,"my bill for 20 july is $26.50, which is double what i normally pay the charge is not on my contract pls help"
T10555,2026-03-04,email,billing,Why was I charged roaming fees when I never left Wrenfield? Thanks.
T10556,2026-05-28,email,billing,The eSIM add-on is on my bill as $24.50 and I never asked for it. My account number is on the bill. Thank you.
T10557,2026-02-15,email,network,"To whom it may concern, wi-Fi calling stopped working after my account was upgraded."
T10558,2026-02-06,email,billing,"There is a charge of $37.50 I don't recognise on my last invoice. I have restarted the phone and it's still not working. Regards, Priya."
T10559,2026-02-05,chat,device,"Good morning, my Nimbus X2 gets very hot and shuts down. Thanks, Rafi"
T10560,2026-05-25,chat,account,"Hello Kittiwake, someone has changed my account details without my permission. I need a replacement as soon as possible. It's not letting me change anything in the app. Thank you."
T10561,2026-03-17,email,device,"To whom it may concern, my Aster Fold shows no service but my partner's phone works fine on the same network. Regards, Joss."
T10562,2026-07-12,email,device,"Hi there, the eSIM will not activate on my Nimbus Mini. I don't know who did it. Thanks."
T10563,2026-06-27,chat,billing,I was charged for a replacement Aster Fold that is still under warranty. I have restarted the phone and it's still not working. Thank you.
T10564,2026-07-17,email,account,"Hi there, I need to update my address, I have moved to Gullhaven. I have been a customer for 6 years and this has never happened. Thanks, Joss"
T10565,2026-06-19,email,device,"Hi, data speeds in Port Ember are so slow that pages won't load. It's not letting me change anything in the app. Regards, Callum."
T10566,2026-05-28,sms,account,"to whom it may concern, i want to upgrade from unlimited plus to family share i dont know who did it this is really not good enough"
T10567,2026-01-24,chat,network,"Hi there, is there an outage in Lowmere? Nobody on our street has signal. I have restarted the phone and it's still not working. Thank you."
T10568,2026-06-14,email,network,"To whom it may concern, coverage inside my house in Lowmere is zero bars."
T10569,2026-08-17,email,network,"Wi-Fi calling stopped working after my account was upgraded. Please confirm by email. Regards, Callum."
T10570,2026-02-15,chat,device,"Good morning, my Corvid 5 Pro shows no service but my partner's phone works fine on the same network. I have tried a factory reset and it didn't help. Thanks, Lise"
T10571,2026-05-05,email,network,"I can't make calls or send texts, it just says no service. I have tried 2 times."
T10572,2026-03-03,sms,network,"to whom it may concern, my calls keep dropping in marrowby, sometimes 7 times an hour it's not the phone, it happens on every handset this is really not good enough"
T10573,2026-02-12,sms,billing,"my bill shows calls i never made, i think someone else used my number i have been a customer for 6 years and this has never happened thx, declan"
T10574,2026-06-11,email,network,"Is there an outage in Eastholm Quay? Nobody on our street has signal. Thanks, Wynn"
T10575,2026-06-13,sms,device,"hello kittiwake, my new aster fold wont turn on after the update pls help"
T10576,2026-02-02,chat,billing,"Hi, I paid my bill yesterday but the app still says it is overdue. Can someone look at my invoice?"
T10577,2026-03-13,email,device,The Corvid 5 Pro on my bill has a broken screen and I need a repair. I need a replacement as soon as possible. Thanks.
T10578,2026-04-02,email,device,"I can't log in to anything on my Corvid 5 since the update, the screen freezes. It's not the phone, it happens on every handset."
T10579,2026-04-05,email,network,"Good morning, I can't make calls or send texts, it just says no service. I checked my bank statement and the money has gone. Please help."
T10580,2026-03-10,email,device,"Good morning, my Aster Fold keeps restarting by itself. I work from home and I can't do my job without signal. Thanks."
T10581,2026-08-21,sms,account,"hello, someone has changed my account details without my permission i've only had it 5 days thx"
T10582,2026-05-21,email,device,"Hello, my Corvid 5 Pro battery drains from full to empty in 4 hours. This is really not good enough."
T10583,2026-05-25,sms,device,"my nimbus x2 gets very hot and shuts down i have tried a factory reset and it didn't help regards, rafi"
T10584,2026-06-26,chat,network,"To whom it may concern, the mast near Eastholm Quay must be down, calls fail every time. I have restarted the phone and it's still not working. I'm not paying for a service that doesn't work. Regards, Wynn."
T10585,2026-08-19,email,billing,I was billed for Unlimited Plus but I switched to Family Share on 3 May. Thank you.
T10586,2026-06-19,email,account,"Good morning, I was charged $22.00 after someone else took over my account."
T10587,2026-01-24,chat,network,"Hi there, I paid my bill two days ago but the app still says it is overdue. I don't want to lose my number. Regards, Declan."
T10588,2026-03-28,email,network,"Hello Kittiwake, coverage inside my house in Brackenridge is zero bars. I have tried a factory reset and it didn't help. Thank you."
T10589,2026-08-21,email,billing,I was charged $66.00 for a Corvid 5 Pro I returned yesterday. I bought it on the Prepay Go plan. Please help.
T10590,2026-05-07,chat,device,"To whom it may concern, my Nimbus Mini shows no service but my partner's phone works fine on the same network. This is urgent, I can't access anything. The courier said it was delivered but it wasn't. Thanks, Hedda"
T10591,2026-06-26,chat,device,"Hello, my Nimbus X2 keeps restarting by itself. This is really not good enough."
T10592,2026-02-08,email,network,"Hi, my account says 5G but my Corvid 5 never shows more than one bar in Tern Harbour. Other networks work fine in the same spot. I'm not paying for a service that doesn't work. Thank you."
T10593,2026-06-10,chat,network,"Hi, I can't make calls or send texts, it just says no service. It's not letting me change anything in the app."
T10594,2026-01-05,chat,device,Order KW-75857 for a Corvid 5 Pro still hasn't been delivered. I need a replacement as soon as possible. I bought it on the Family Share plan. This is really not good enough.
T10595,2026-01-02,email,network,"To whom it may concern, wi-Fi calling stopped working after my account was upgraded. I have tried a factory reset and it didn't help. Thank you."
T10596,2026-02-11,email,account,"Hello Kittiwake, my number was moved to another SIM without my permission and now I have no signal. The courier said it was delivered but it wasn't. Regards, Tobias."
T10597,2026-06-03,email,billing,"Hi there, the Aster Fold on my bill has a broken screen and I need a repair. My account number is on the bill. Thank you."
T10598,2026-05-20,sms,billing,can u explain the $99.50 data overage charge on my account? the charge is not on my contract thank you
T10599,2026-06-22,chat,account,"Hello Kittiwake, how do I add my son to our Flex 10 plan? This is really not good enough."
T10600,2026-05-10,sms,network,"hello, i have had no signal at all in tern harbour since this morning thank you"
